raison,adresse_1,adresses_2,catégorie,produit,quantité,prix unitaire,date
Barthelemy Appolo Dépanneur Pièces,782 chemin Adèle Guichard,95153 CharlesVille,Composants d'électroniques numériques,Microprocesseur,4,6.38,2023-04-27
Barthelemy Appolo Dépanneur Pièces,782 chemin Adèle Guichard,95153 CharlesVille,Composants d'électroniques numériques,Microprocesseur,19,6.38,2023-04-27
Roger Appolo Électricité Pro,903 rue de Laporte,87927 Martinez,Composants servant d'interface humaine,Afficheur,40,27.35,2023-04-27
Bouvet Plate-forme Elec Spécialiste,66 avenue Cécile Salmon,05223 Roussel,Composants servant d'interface humaine,Afficheur,14,27.35,2023-04-27
Daniel Plate-forme Électricité 2000,18 rue Arthur Fouquet,83230 Lacroixnec,Composants d'électroniques numériques,Quartz,37,,2023-04-27
Lagarde Plate-forme Dépanneur Spécialiste,4 rue de Michaud,33414 VoisinBourg,Composants servant d'interface humaine,LED,22,3.91,2023-04-27
Barthelemy Appolo Dépanneur Pièces,782 chemin Adèle Guichard,95153 CharlesVille,Composants servant d'interface humaine,Roue codeuse,23,2.31,2023-04-27
Valentin Top Dépanneur ++,8 rue de Coste,61910 Bernier,Composants servant d'interface humaine,Afficheur,10,26.28,2023-04-27
Hubert-Dupuy Top Elec Spécialiste,782 boulevard de Morvan,85518 RousseauVille,Composants servant d'interface humaine,Roue codeuse,7,2.36,2023-04-27
Valentin Confiance Elec Spécialiste,53 avenue Raymond Leconte,74678 Blot,Capteur,Capteur de pression,34,12.1,2023-04-27
Mace Appolo Électricité Plus,895 boulevard de Grenier,04254 Sainte Marceldan,Capteur,Capteur de luminosité,21,13.92,2023-04-27
Wagner Excel Électricité Plus,78 chemin Astrid Moreno,00718 Voisin,Composants servant d'interface humaine,Potentiomètre,46,7.66,2023-04-27
Wagner Excel Électricité Plus,78 chemin Astrid Moreno,00718 Voisin,Composants servant d'interface humaine,Interrupteur,13,9.03,2023-04-27
Louis Excel Électricité Pro,21 avenue de Bailly,23268 Leroy-les-Bains,Composants servant d'interface humaine,Interrupteur,5,9.21,2023-04-27
Valentin Top Dépanneur ++,8 rue de Coste,61910 Bernier,Capteur,Capteur de luminosité,18,13.92,2023-04-28
Wagner Excel Électricité Plus,78 chemin Astrid Moreno,00718 Voisin,Composants servant d'interface humaine,Commutateur,26,2.53,2023-04-28
Wagner Excel Électricité Plus,78 chemin Astrid Moreno,00718 Voisin,Composants d'électroniques numériques,Mémoire informatique,18,20.69,2023-04-28
Valentin Top Dépanneur ++,8 rue de Coste,61910 Bernier,Composants d'électroniques numériques,Mémoire informatique,22,23.3,2023-04-28
Daniel Appolo Électricité Pro,16 boulevard Turpin,53449 Ferrand,Composants servant d'interface humaine,Potentiomètre,26,7.97,2023-04-28
Boulanger-Lemoine Confiance Elec Plus,94 boulevard Jacques,81623 Rey,Composants d'électroniques numériques,Mémoire informatique,25,23.3,2023-04-28
Bouvet Top Elec Composants,237 avenue Marguerite Renault,37633 Sainte Alexandriadan,Composants d'électroniques analogiques,Résistance,37,23.41,2023-04-28
Sauvage Appolo Électricité 2000,9 rue Pineau,56997 Saint Élisabeth,Capteur,Gyroscope,44,10.62,2023-04-28
Lagarde Top Électricité Pro,9 rue Michelle Teixeira,77507 RaymondBourg,Capteur,Microphone,27,13.13,2023-04-28
Joubert Plate-forme Électricité Pièces,68 avenue Mahe,42201 Saint Rémy,Capteur,Capteur de luminosité,7,14.2,2023-04-29
Ramos Confiance Elec 2000,72 chemin André Boulay,97323 Masse,Capteur,Capteur de luminosité,7,13.92,2023-04-29
Ramos Confiance Elec 2000,72 chemin André Boulay,97323 Masse,Composants d'électroniques analogiques,Memristor,9,24.43,2023-04-29
Picard Giga Électricité 2000,301 rue Isaac Collet,32668 Reynaud,Composants d'électroniques numériques,Mémoire informatique,29,23.77,2023-04-29
Lefebvre Top Électricité Pro,917 avenue Nicole Renaud,36285 Gaudin,Composants d'électroniques numériques,Quartz,1,17.66,2023-04-29
Julien Excel Dépanneur Composants,2 avenue Adrien Bernier,21172 Lefebvre,Composants d'électroniques analogiques,Inductance,2,12.05,2023-04-29
Lecoq Excel Elec Spécialiste,23 rue Suzanne Collet,01068 Richardboeuf,Composants d'électroniques numériques,Microcontrôleur,21,28.62,2023-04-29
Ferrand Excel Elec Spécialiste,91 boulevard Lorraine Rivière,87871 Morin,Composants d'électroniques numériques,Microcontrôleur,36,28.62,2023-04-29
Wagner Excel Électricité Plus,78 chemin Astrid Moreno,00718 Voisin,Composants servant d'interface humaine,Commutateur,49,2.53,2023-04-30
Ramos Confiance Elec 2000,72 chemin André Boulay,97323 Masse,Composants servant d'interface humaine,Haut-parleur,32,14.26,2023-04-30
Wagner Excel Électricité Plus,78 chemin Astrid Moreno,00718 Voisin,Capteur,Caméra,24,26.85,2023-04-30
Wagner Excel Électricité Plus,78 chemin Astrid Moreno,00718 Voisin,Capteur,Microphone,20,11.66,2023-04-30
Sauvage Appolo Électricité 2000,9 rue Pineau,56997 Saint Élisabeth,Composants servant d'interface humaine,Buzzer,30,31.83,2023-04-30
Renard Confiance Électricité Pro,796 rue Garcia,60999 Andre,Composants servant d'interface humaine,LED,15,3.99,2023-04-30
Lucas Appolo Dépanneur Pro,36 chemin Laure Mace,46414 Chauveau,Composants d'électroniques analogiques,Résistance,43,22.95,2023-04-30
Barthelemy Appolo Dépanneur Pièces,782 chemin Adèle Guichard,95153 CharlesVille,Composants servant d'interface humaine,Afficheur,40,26.28,2023-04-30
Ramos Confiance Elec 2000,72 chemin André Boulay,97323 Masse,Composants d'électroniques numériques,Quartz,1,15.99,2023-04-30
Ferrand-Morin Plate-forme Elec Pièces,77 rue Boutin,00588 Boulay,Composants servant d'interface humaine,Afficheur,3,27.35,2023-05-01
Sauvage Appolo Électricité 2000,9 rue Pineau,56997 Saint Élisabeth,Composants d'électroniques numériques,Microprocesseur,43,6.38,2023-05-01
Wagner Excel Électricité Plus,78 chemin Astrid Moreno,00718 Voisin,Composants d'électroniques numériques,Mémoire informatique,10,20.69,2023-05-01
Marty Excel Dépanneur ++,12 rue de Rossi,93121 Sainte YvesBourg,Composants d'électroniques numériques,Microprocesseur,27,6.77,2023-05-01
Pruvost-Guerin Confiance Dépanneur Composants,69 chemin Maryse Verdier,40163 Saint Alain,Composants servant d'interface humaine,Afficheur,10,27.9,2023-05-01
Gosselin Top Électricité Spécialiste,887 avenue Stéphanie Devaux,89717 Valléedan,Composants servant d'interface humaine,Haut-parleur,9,15.14,2023-05-02
Ferrand Excel Dépanneur 2000,3 rue Camille De Sousa,11239 Da Costa,Capteur,Capteur de champ magnétique,26,15.28,2023-05-02
Barthelemy Appolo Dépanneur Pièces,25 avenue Gimenez,95153 CharlesVille,Composants servant d'interface humaine,Interrupteur,41,9.21,2023-05-02
Valentin Top Dépanneur ++,8 rue de Coste,61910 Bernier,Composants servant d'interface humaine,Buzzer,50,31.83,2023-05-02
Albert Giga Électricité Pro,500 rue Martel,72022 Berthelot,Composants d'électroniques numériques,Quartz,14,16.97,2023-05-02
Marty Excel Dépanneur ++,12 rue de Rossi,93121 Sainte YvesBourg,Capteur,Thermistance,8,21.28,2023-05-02
Gosselin Plate-forme Dépanneur 2000,39 rue Noémi Leroux,85849 Charpentier-les-Bains,Composants servant d'interface humaine,Interrupteur,35,9.39,2023-05-02
Valentin Confiance Elec Spécialiste,53 avenue Raymond Leconte,74678 Blot,Composants d'électroniques analogiques,Condensateur,15,33.64,2023-05-02
Hamel Appolo Elec 2000,52 avenue de Dupuis,28423 Saint Manonnec,Capteur,Thermistance,8,21.28,2023-05-02
Boulanger-Lemoine Confiance Elec Plus,94 boulevard Jacques,81623 Rey,Composants d'électroniques numériques,Mémoire informatique,5,23.3,2023-05-03
Bouvet Top Elec Composants,237 avenue Marguerite Renault,37633 Sainte Alexandriadan,Capteur,Capteur de luminosité,37,14.2,2023-05-03
Samson Plate-forme Elec Plus,85 chemin Bernier,61504 Riou,Composants servant d'interface humaine,LED,34,4.07,2023-05-03
Bouvet Top Elec Composants,237 avenue Marguerite Renault,37633 Sainte Alexandriadan,Composants d'électroniques analogiques,Condensateur,15,33.64,2023-05-03
Gosselin Giga Dépanneur ++,51 chemin Auguste Martineau,59253 Mercier-sur-Hardy,Capteur,Capteur de pression,31,12.1,2023-05-03
Wagner Excel Électricité Plus,78 chemin Astrid Moreno,00718 Voisin,Composants d'électroniques numériques,Opto-coupleur,21,30.56,2023-05-03
Boulanger-Lemoine Confiance Elec Plus,94 boulevard Jacques,81623 Rey,Composants servant d'interface humaine,Afficheur,24,26.28,2023-05-04
Pruvost-Guerin Excel Dépanneur Pièces,99 rue Alix Menard,40360 Chevallier,Composants d'électroniques numériques,Mémoire informatique,11,24.25,2023-05-04
Ledoux Plate-forme Elec Pièces,53 rue de Collet,98471 Pierre,Composants servant d'interface humaine,Afficheur,16,26.28,2023-05-04
Jacquot Giga Électricité Pièces,51 rue de Diaz,54288 Saint Agathe-la-Forêt,Composants d'électroniques analogiques,Transistor,16,33.63,2023-05-04
Lamy Plate-forme Électricité Pro,12 rue Dijoux,35047 Auger,Composants d'électroniques numériques,Mémoire informatique,49,24.25,2023-05-04
Barre-Valentin Excel Elec Pièces,7 avenue Chauvin,34561 Étienne,Capteur,Microphone,1,13.13,2023-05-04
Joubert Plate-forme Électricité Pièces,68 avenue Mahe,42201 Saint Rémy,Capteur,Thermistance,7,21.28,2023-05-05
Rossi Confiance Dépanneur Plus,703 rue Alexandrie Guichard,61750 Jacob,Composants servant d'interface humaine,Afficheur,29,26.81,2023-05-05
Picard Giga Électricité 2000,301 rue Isaac Collet,32668 Reynaud,Capteur,Capteur de température,32,26.41,2023-05-05
Barthelemy Appolo Dépanneur Pièces,782 chemin Adèle Guichard,95153 CharlesVille,Composants servant d'interface humaine,Potentiomètre,47,7.66,2023-05-05
Ferrand Excel Dépanneur 2000,3 rue Camille De Sousa,11239 Da Costa,Composants servant d'interface humaine,Roue codeuse,14,2.51,2023-05-05
Guillet Giga Dépanneur ++,40 avenue de Bouvet,29760 Delahayenec,Capteur,Thermistance,8,21.28,2023-05-05
Blondel Excel Électricité ++,85 boulevard de Gay,00378 Saint Paulboeuf,Capteur,Gyroscope,12,10.62,2023-05-05
Guillet Giga Dépanneur ++,40 avenue de Bouvet,29760 Delahayenec,Composants servant d'interface humaine,Roue codeuse,22,2.41,2023-05-05
Wagner Excel Électricité Plus,78 chemin Astrid Moreno,00718 Voisin,Composants servant d'interface humaine,Roue codeuse,1,2.31,2023-05-05
Louis Excel Électricité Pro,21 avenue de Bailly,23268 Leroy-les-Bains,Capteur,Capteur optique,48,14.79,2023-05-05
Blondel Giga Électricité ++,832 rue Paul Payet,44914 Saint Michelle-sur-Mer,Composants d'électroniques numériques,Microcontrôleur,49,28.62,2023-05-06
Valentin Confiance Elec Composants,18 chemin de Guilbert,14737 Roy,Composants servant d'interface humaine,Afficheur,35,27.35,2023-05-06
Valentin Giga Elec Plus,91 rue Rodriguez,82255 Sainte Isabelle-la-Forêt,Composants d'électroniques analogiques,Inductance,14,12.29,2023-05-06
Wagner Excel Électricité Plus,78 chemin Astrid Moreno,00718 Voisin,Composants servant d'interface humaine,Afficheur,19,26.28,2023-05-06
Boulanger-Lemoine Confiance Elec Plus,94 boulevard Jacques,81623 Rey,Composants servant d'interface humaine,Haut-parleur,2,14.55,2023-05-06
Boulanger-Lemoine Confiance Elec Plus,94 boulevard Jacques,81623 Rey,Composants servant d'interface humaine,Buzzer,26,31.83,2023-05-07
Costa Excel Électricité Pro,3 rue Gabriel Lévy,39154 Payetdan,Capteur,Capteur de pression,22,12.1,2023-05-07
Marty Confiance Dépanneur Pro,69 avenue de Da Silva,88501 AdamBourg,Composants d'électroniques numériques,Mémoire informatique,29,24.25,2023-05-07
Gosselin Top Électricité Spécialiste,887 avenue Stéphanie Devaux,89717 Valléedan,Composants d'électroniques numériques,Quartz,14,17.66,2023-05-07
Leroux Giga Elec Pièces,22 rue de Dijoux,43767 Giraud,Composants servant d'interface humaine,Afficheur,35,27.35,2023-05-07
Bouvet Plate-forme Elec Spécialiste,66 avenue Cécile Salmon,05223 Roussel,Composants d'électroniques numériques,Mémoire informatique,20,25.22,2023-05-07
Laurent Plate-forme Dépanneur Composants,41 boulevard Roger Benoit,91292 Ribeiro-sur-Mer,Composants d'électroniques numériques,Quartz,18,15.99,2023-05-07
Louis Excel Électricité Pro,21 avenue de Bailly,23268 Leroy-les-Bains,Composants servant d'interface humaine,Buzzer,6,31.83,2023-05-07
Boulanger-Lemoine Confiance Elec Plus,94 boulevard Jacques,81623 Rey,Composants d'électroniques numériques,Quartz,8,15.99,2023-05-08
Picard Giga Dépanneur 2000,34 rue de Fabre,41752 Saint ArnaudeBourg,Composants servant d'interface humaine,LED,45,3.75,2023-05-08
Gosselin Top Électricité Spécialiste,887 avenue Stéphanie Devaux,89717 Valléedan,Composants servant d'interface humaine,Interrupteur,39,9.58,2023-05-08
Hubert-Dupuy Top Elec Spécialiste,782 boulevard de Morvan,85518 RousseauVille,Composants servant d'interface humaine,Roue codeuse,31,2.36,2023-05-08
Gosselin Excel Elec Pièces,18 avenue de Langlois,23562 Lévynec,Composants servant d'interface humaine,Haut-parleur,45,15.14,2023-05-08
Bouvet Top Elec Composants,237 avenue Marguerite Renault,37633 Sainte Alexandriadan,Composants servant d'interface humaine,Interrupteur,49,9.58,2023-05-08
Mace Appolo Électricité Plus,895 boulevard de Grenier,04254 Sainte Marceldan,Composants servant d'interface humaine,Haut-parleur,25,14.84,2023-05-08
Hamel Appolo Elec 2000,52 avenue de Dupuis,28423 Saint Manonnec,Capteur,Gyroscope,13,10.62,2023-05-08
Mace Appolo Électricité Plus,895 boulevard de Grenier,04254 Sainte Marceldan,Composants d'électroniques numériques,Microprocesseur,19,6.51,2023-05-08
Hubert-Dupuy Appolo Électricité 2000,515 rue de Bonnin,24567 Masse,Composants d'électroniques analogiques,Diode,8,24.02,2023-05-09
Blin Appolo Elec 2000,47 chemin Didier,39292 Barthelemy,Composants servant d'interface humaine,Afficheur,13,27.35,2023-05-09
Boulanger-Lemoine Confiance Elec Plus,94 boulevard Jacques,81623 Rey,Composants servant d'interface humaine,LED,45,3.61,2023-05-09
Julien Excel Dépanneur Composants,2 avenue Adrien Bernier,21172 Lefebvre,Composants servant d'interface humaine,Buzzer,44,31.83,2023-05-09
Ramos Confiance Elec 2000,72 chemin André Boulay,97323 Masse,Composants d'électroniques numériques,Microprocesseur,47,6.38,2023-05-09
Picard Giga Dépanneur Pro,39 rue de Bernard,76328 Bodinnec,Capteur,Capteur de pression,30,12.1,2023-05-09
Brun Plate-forme Elec Spécialiste,81 boulevard de Meyer,53723 Chauvet,Composants servant d'interface humaine,Potentiomètre,34,8.29,2023-05-09
Wagner Excel Électricité Plus,78 chemin Astrid Moreno,00718 Voisin,Composants d'électroniques numériques,Mémoire informatique,44,20.69,2023-05-09
Wagner Excel Électricité Plus,78 chemin Astrid Moreno,00718 Voisin,Capteur,Capteur de pression,47,12.1,2023-05-09
Barthelemy Appolo Dépanneur Pièces,782 chemin Adèle Guichard,95153 CharlesVille,Composants d'électroniques numériques,Microcontrôleur,42,28.06,2023-05-09
Lucas Confiance Elec ++,60 avenue Lebrun,95988 BlancVille,Capteur,Caméra,18,26.85,2023-05-09
Costa Excel Électricité Pro,3 rue Gabriel Lévy,39154 Payetdan,Composants servant d'interface humaine,Interrupteur,38,9.39,2023-05-09
Blondel Excel Électricité ++,85 boulevard de Gay,00378 Saint Paulboeuf,Composants servant d'interface humaine,Potentiomètre,33,8.29,2023-05-09
Alves Top Elec 2000,83 boulevard Chauvet,07499 LévyVille,Composants d'électroniques numériques,Mémoire informatique,2,21.52,2023-05-09
Maury Top Électricité Spécialiste,88 avenue Arthur Lemaire,95525 Sainte Frédériquenec,Capteur,Microphone,49,13.13,2023-05-10
Louis Excel Électricité Pro,21 avenue de Bailly,23268 Leroy-les-Bains,Composants d'électroniques numériques,Mémoire informatique,14,23.77,2023-05-10
Carlier Plate-forme Elec Plus,95 rue Jean Baudry,16428 Bouvet,Composants servant d'interface humaine,Buzzer,5,32.47,2023-05-10
Brunet Top Dépanneur Pro,10 avenue Lucas Bernard,89579 Normand-la-Forêt,Composants servant d'interface humaine,LED,24,3.75,2023-05-10
Valentin Giga Elec Plus,91 rue Rodriguez,82255 Sainte Isabelle-la-Forêt,Capteur,Microphone,37,13.13,2023-05-10
Ramos Confiance Elec 2000,72 chemin André Boulay,97323 Masse,Composants d'électroniques analogiques,Inductance,24,12.05,2023-05-10
Valentin Top Dépanneur ++,8 rue de Coste,61910 Bernier,Composants d'électroniques numériques,Mémoire informatique,23,23.3,2023-05-10
Wagner Excel Électricité Plus,78 chemin Astrid Moreno,00718 Voisin,Composants servant d'interface humaine,Potentiomètre,25,7.66,2023-05-11
Laurent Plate-forme Dépanneur Composants,41 boulevard Roger Benoit,91292 Ribeiro-sur-Mer,Composants d'électroniques analogiques,Régulateur de tension,2,30.19,2023-05-11
Wagner Excel Électricité Plus,78 chemin Astrid Moreno,00718 Voisin,Capteur,Capteur de température,13,26.41,2023-05-11
Barthelemy Appolo Dépanneur Pièces,25 avenue Gimenez,95153 CharlesVille,Composants d'électroniques numériques,Mémoire informatique,28,21.52,2023-05-11
Alves Top Elec 2000,83 boulevard Chauvet,07499 LévyVille,Composants servant d'interface humaine,Commutateur,34,2.53,2023-05-11
Picard Giga Électricité 2000,301 rue Isaac Collet,32668 Reynaud,Capteur,Capteur de température,24,26.41,2023-05-11
Ramos Confiance Elec 2000,72 chemin André Boulay,97323 Masse,Capteur,Gyroscope,35,10.62,2023-05-11
Gosselin Plate-forme Dépanneur 2000,39 rue Noémi Leroux,85849 Charpentier-les-Bains,Capteur,Microphone,34,12.62,2023-05-11
Ramos Confiance Elec 2000,72 chemin André Boulay,97323 Masse,Composants servant d'interface humaine,Haut-parleur,43,14.26,2023-05-11
Costa Excel Électricité Pro,3 rue Gabriel Lévy,39154 Payetdan,Composants d'électroniques analogiques,Memristor,14,25.42,2023-05-11
Lagarde Top Dépanneur ++,50 avenue Carpentier,63501 Le Roux,Composants servant d'interface humaine,Potentiomètre,26,8.29,2023-05-11
Valentin Top Dépanneur ++,8 rue de Coste,61910 Bernier,Composants d'électroniques numériques,Mémoire informatique,31,23.3,2023-05-11
Alves Top Elec 2000,83 boulevard Chauvet,07499 LévyVille,Capteur,Capteur de luminosité,2,13.92,2023-05-11
Hamel Appolo Elec 2000,52 avenue de Dupuis,28423 Saint Manonnec,Composants servant d'interface humaine,Roue codeuse,14,2.41,2023-05-12
Ledoux Plate-forme Elec Pièces,53 rue de Collet,98471 Pierre,Composants servant d'interface humaine,Haut-parleur,36,14.26,2023-05-12
Samson Appolo Dépanneur 2000,3 boulevard Bouvet,25566 Charpentier,Composants d'électroniques numériques,Mémoire informatique,48,25.72,2023-05-12
